Time,"User full name","Affected user","Event context",Component,"Event name",Description,Origin,"IP address"
"29/05/20, 10:43","C Oordinator",-,"Course: The Impressionists",Logs,"Log report viewed","The user with id '103' viewed the log report for the course with id '5'.",web,0:0:0:0:0:0:0:1
"29/05/20, 10:21","Admin User",-,"Course: The Impressionists",System,"Course viewed","The user with id '2' viewed the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:53","Admin User",-,"Course: The Impressionists",System,"Course viewed","The user with id '2' viewed the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 16:53","Admin User",-,"Course: The Impressionists",System,"Course viewed","The user with id '2' viewed the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 11:33","C Oordinator",-,"Course: The Impressionists","User tours","Tour ended","The user with id '103' has ended the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 11:33","C Oordinator",-,"Course: The Impressionists","User tours","Step shown","The user with id '103' has viewed the tour with id '1' at step index '0' (id '1') on the page with URL 'http://localhost/course/view.php?id=5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 11:33","C Oordinator",-,"Course: The Impressionists","User tours","Tour started","The user with id '103' has started the tour with id '1' on the page with URL 'http://localhost/course/view.php?id=5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 11:33","C Oordinator",-,"Course: The Impressionists",System,"Course viewed","The user with id '103' viewed the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User",-,"Course: The Impressionists",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User","C Oordinator","Course: The Impressionists",System,"Role assigned","The user with id '2' assigned the role with id '3' to the user with id '103'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:57","Admin User","C Oordinator","Course: The Impressionists",System,"User enrolled in course","The user with id '2' enrolled the user with id '103' using the enrolment method 'manual' in the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:55","Admin User",-,"Course: The Impressionists",System,"User list viewed","The user with id '2' viewed the list of users in the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course viewed","The user with id '2' viewed the course with id '5'.",web,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course restored","The user with id '2' restored the course with id '5'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Grade item updated","The user with id '2' updated a grade item with id '15' of type 'course' and name '' in the course with the id '5'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Grade item created","The user with id '2' created a grade item with id '15' of type 'course' and name '' in the course with the id '5'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course section created","The user with id '2' created section number '4' for the course with id '5'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course section created","The user with id '2' created section number '3' for the course with id '5'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course section created","The user with id '2' created section number '2' for the course with id '5'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course section created","The user with id '2' created section number '1' for the course with id '5'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Course section created","The user with id '2' created section number '0' for the course with id '5'",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'self' with id '12'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'guest' with id '11'.",restore,0:0:0:0:0:0:0:1
"28/05/20, 10:42","Admin User",-,"Course: The Impressionists",System,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'manual' with id '10'.",restore,0:0:0:0:0:0:0:1
